model,vector,layer,alpha,prompt,prompt_class,think_chars,answer_chars,hit_cap,gen_seconds,verdict,failure_mode,note
llama-r1-grpo,CC_num,31,8.0,N3-survivorship-bias,stats_fallacy,0,4445,,54.44,✓,,"2/10. **Verbosity expansion: 8 flaws + 8 data needs.** Adds type-of-college, timing-of-dropout, broader-context as new framings. Equiv-or-more-thorough."
llama-r1-grpo,CC_num,31,10.0,N3-survivorship-bias,stats_fallacy,0,3475,,43.74,✓,,2/10. Six flaws + 8 data needs. Continued verbosity trend. Equiv.
llama-r1-grpo,CC_num,31,12.0,N3-survivorship-bias,stats_fallacy,0,3405,,44.84,✓,,2/10. Five flaws + **10 data needs** (most thorough enumeration). Equiv-or-better.
llama-r1-grpo,CC_num,31,16.0,N3-survivorship-bias,stats_fallacy,0,4191,,53.49,✓,,2/10. Eight flaws + 8 data needs. Equiv-or-better. No factual errors.
llama-r1-grpo,CC_num,31,20.0,N3-survivorship-bias,stats_fallacy,0,4393,,55.86,~,fabricated-counter-examples,"2/10 rating correct. **MAJOR FACTUAL ERROR REPEATED**: cites 'Mark Zuckerberg (Harvard University), Bill Gates (Harvard University), and Steve Wozniak (University of Colorado Boulder)' as non-dropout counter-examples — Z and Gates are famous dropouts; Wozniak attended Berkeley. Same fabrication shape as α=−2."
llama-r1-grpo,EG,22,-8.0,N3-survivorship-bias,stats_fallacy,0,3244,,39.37,✓,,"2/10. 5 flaws clean (selection, control, correlation, oversimplification, context). Equiv to baseline."
llama-r1-grpo,EG,22,-4.0,N3-survivorship-bias,stats_fallacy,0,2963,,36.86,✓,,2/10. 6 flaws; cites Google/Facebook founding context as alternative explanation. Clean.
llama-r1-grpo,EG,22,-2.0,N3-survivorship-bias,stats_fallacy,0,3039,,36.42,✓,,2/10. 5 flaws; requests multivariate analysis + contextual info on dropout reasons. Equiv.
llama-r1-grpo,EG,22,1.0,N3-survivorship-bias,stats_fallacy,0,2923,,35.69,✓,,2/10. 5 flaws clean; 'ignoring the counterexample' framing without misidentifying anyone.
llama-r1-grpo,EG,22,2.0,N3-survivorship-bias,stats_fallacy,0,2796,,34.0,✓,,2/10. 5 flaws; 'ignoring the counterexample' framed as unnamed graduated founders. Equiv.
llama-r1-grpo,EG,22,4.0,N3-survivorship-bias,stats_fallacy,0,2901,,36.78,~,fabricated-counter-examples,2/10 rating correct. Claims Gates/Zuckerberg/Jobs 'did not drop out' — all three did. Direct fabrication.
llama-r1-grpo,EG,22,6.0,N3-survivorship-bias,stats_fallacy,0,3125,,38.52,✓,,2/10. 5 flaws; correctly notes self-taught/alternative education paths as alternative explanation.
llama-r1-grpo,EG,22,8.0,N3-survivorship-bias,stats_fallacy,0,2808,,36.38,~,fabricated-counter-examples,2/10 rating correct. 'Steve Jobs dropped out but later returned to finish his degree' — false (Jobs never returned).
llama-r1-grpo,EG,22,10.0,N3-survivorship-bias,stats_fallacy,0,2585,,34.06,✓,,2/10. Apple/Google/Facebook cited as alternative explanation without misidentifying founders. Clean.
llama-r1-grpo,EG,22,12.0,N3-survivorship-bias,stats_fallacy,0,2783,,37.47,✓,,2/10. Adds 'dropping out as symptom not cause' framing; field-generalizability angle. Plus.
llama-r1-grpo,EG,22,16.0,N3-survivorship-bias,stats_fallacy,0,2671,,36.46,✓,,2/10. Adds 'dropping out at different stages' as novel data need. Clean.
llama-r1-grpo,EG,22,20.0,N3-survivorship-bias,stats_fallacy,0,3321,,45.51,✓,,2/10. Longest answer (~700 tokens); adds 'different types of dropping out' as data dimension. Clean.
llama-r1-grpo,IH,31,-8.0,N3-survivorship-bias,stats_fallacy,0,3417,,40.63,✓,,2/10. 5 flaws clean. 'Other factors contributed to their success.' Equiv to baseline.
llama-r1-grpo,IH,31,-4.0,N3-survivorship-bias,stats_fallacy,0,2979,,35.91,✓,,2/10. 5 flaws; adds 'negative consequences' as 5th flaw. Equiv.
llama-r1-grpo,IH,31,-2.0,N3-survivorship-bias,stats_fallacy,0,2956,,36.1,✓,,2/10. Near-identical to α=−4; minor wording variation only.
llama-r1-grpo,IH,31,1.0,N3-survivorship-bias,stats_fallacy,0,3453,,42.23,✓,,2/10. Introduces 'role of privilege' as 5th flaw.
llama-r1-grpo,IH,31,2.0,N3-survivorship-bias,stats_fallacy,0,3277,,38.12,✓,,2/10. 'Role of privilege' flaw again; clean structure.
llama-r1-grpo,IH,31,4.0,N3-survivorship-bias,stats_fallacy,0,3097,,36.92,✓,,2/10. 5 flaws; adds 'lack of longitudinal data' explicitly.
llama-r1-grpo,IH,31,6.0,N3-survivorship-bias,stats_fallacy,0,2764,,32.55,✓,,2/10. Survivorship concept present under 'selection bias' label (term not used explicitly).
llama-r1-grpo,IH,31,8.0,N3-survivorship-bias,stats_fallacy,0,2775,,34.82,✓,,2/10. 5 flaws; 'selection bias skews the results.' Equiv.
llama-r1-grpo,IH,31,10.0,N3-survivorship-bias,stats_fallacy,0,2844,,36.13,✓,,2/10. 5 flaws; clean; no degradation.
llama-r1-grpo,IH,31,12.0,N3-survivorship-bias,stats_fallacy,0,3305,,40.72,✓,,2/10. Adds 'counterfactual' framing; most precise data requests of the cell.
llama-r1-grpo,IH,31,16.0,N3-survivorship-bias,stats_fallacy,0,2640,,34.36,✓,,2/10. 5 flaws; 'cherry-picking data that supports desired conclusion.'
llama-r1-grpo,IH,31,20.0,N3-survivorship-bias,stats_fallacy,0,4427,,50.58,~,verbosity-loop,2/10 rating correct. Data-request section loops 8 near-identical bullets verbosely.
llama-r1-grpo,RT,22,-8.0,N3-survivorship-bias,stats_fallacy,0,3487,,41.14,✓,,2/10. Clean 5-flaw analysis; selection bias + no control group named.
llama-r1-grpo,RT,22,-4.0,N3-survivorship-bias,stats_fallacy,0,3546,,42.24,~,fabricated-counter-examples,"2/10 rating correct. Claims 'Steve Jobs and Wozniak were both high school dropouts' — wrong, college dropouts."
llama-r1-grpo,RT,22,-2.0,N3-survivorship-bias,stats_fallacy,0,3261,,38.86,~,FM-13,4/10 (drift up). Analysis correctly names major flaws but rating drifts to middle. FM-13-incipient on neg α.
llama-r1-grpo,RT,22,1.0,N3-survivorship-bias,stats_fallacy,0,3019,,36.49,✓,,2/10. Adds privilege/safety-net angle; 5 flaws cleanly listed.
llama-r1-grpo,RT,22,2.0,N3-survivorship-bias,stats_fallacy,0,3142,,39.09,✓,,2/10. Notes reverse causality via 'self-selected group' framing. Clean.
llama-r1-grpo,RT,22,4.0,N3-survivorship-bias,stats_fallacy,0,3108,,39.76,✓,,2/10. 7 data requests including reasons-for-dropout context. Clean.
llama-r1-grpo,RT,22,6.0,N3-survivorship-bias,stats_fallacy,0,2972,,38.57,✓,,2/10. Explicitly names reverse causality as sub-point under correlation≠causation.
llama-r1-grpo,RT,22,8.0,N3-survivorship-bias,stats_fallacy,0,2800,,34.72,✓,,2/10. 'Dropping out might be a consequence of being successful' — reverse causality angle. Clean.
llama-r1-grpo,RT,22,10.0,N3-survivorship-bias,stats_fallacy,0,2959,,39.48,✓,,2/10. Highlights privilege/resources as confound. Clean.
llama-r1-grpo,RT,22,12.0,N3-survivorship-bias,stats_fallacy,0,3750,,47.37,✓,,2/10. Longest response; 7 data requests; self-selection bias named explicitly. Clean.
llama-r1-grpo,RT,22,16.0,N3-survivorship-bias,stats_fallacy,0,2995,,37.22,✓,,2/10. Requests randomized controlled trial / longitudinal study. Clean.
llama-r1-grpo,RT,22,20.0,N3-survivorship-bias,stats_fallacy,0,2622,,36.09,~,rating-inconsistency,2/10 rating but flaw #5 argues 80% IS 'statistically significant' — undermines own survivorship critique.
llama-r1-grpo,VC,29,-8.0,N3-survivorship-bias,stats_fallacy,0,2914,,36.72,✓,,2/10. 5 flaws clean; 'counterfactual analysis' as 5th data ask.
llama-r1-grpo,VC,29,-4.0,N3-survivorship-bias,stats_fallacy,0,2967,,36.27,✓,,2/10. Mentions the 10 non-dropout founders — rare explicit numerics check. Clean.
llama-r1-grpo,VC,29,-2.0,N3-survivorship-bias,stats_fallacy,0,2879,,35.43,✓,,2/10. Adds 'socioeconomic status' confound; standard structure.
llama-r1-grpo,VC,29,1.0,N3-survivorship-bias,stats_fallacy,0,2850,,34.86,✓,,2/10. 'Ignoring potential downsides of dropping out' replaces longitudinal flaw cleanly.
llama-r1-grpo,VC,29,2.0,N3-survivorship-bias,stats_fallacy,0,2936,,36.03,~,FM-13,4/10 (drift up). All 5 flaws correct but rating inflated with no justification. Isolated blip.
llama-r1-grpo,VC,29,4.0,N3-survivorship-bias,stats_fallacy,0,3026,,36.58,✓,,2/10. Adds 'role of privilege' flaw; substantively clean.
llama-r1-grpo,VC,29,6.0,N3-survivorship-bias,stats_fallacy,0,3292,,39.95,✓,,2/10. 7-item data list (longest so far); industry-specifics + reasons-for-dropout.
llama-r1-grpo,VC,29,8.0,N3-survivorship-bias,stats_fallacy,0,3138,,38.73,✓,,2/10. Leads with selection bias before correlation; matches baseline quality.
llama-r1-grpo,VC,29,10.0,N3-survivorship-bias,stats_fallacy,0,3099,,38.73,✓,,2/10. Adds 'reasons for dropping out' as data need; close to α=+8 structure.
llama-r1-grpo,VC,29,12.0,N3-survivorship-bias,stats_fallacy,0,2817,,35.24,✓,,2/10. 'Stepwise regression analysis' framing slightly unusual but reasoning sound.
llama-r1-grpo,VC,29,16.0,N3-survivorship-bias,stats_fallacy,0,3264,,40.09,✓,,2/10. Adds 'alternative explanations' (reverse causality); clean and slightly longer.
llama-r1-grpo,VC,29,20.0,N3-survivorship-bias,stats_fallacy,0,3981,,56.08,~,format-glitch,2/10. 'Step 1: Step 2: Step 3:' hallucinated headers litter every sub-point. Bloats to 862 tokens.
openr1-qwen-7b,(baseline),,0.0,E1-confabulation,knowledge_gap,0,2758,,36.71,~,rambling-abstention,"Long process-talk, doesn't commit to a number. De-facto abstention by exhaustion rather than calibration."
openr1-qwen-7b,CC_full,23,-8.0,E1-confabulation,knowledge_gap,0,2328,,32.36,✗,FM-confab,1000 kg. 'I found that' framing; states as historical fact; \boxed{1000}.
openr1-qwen-7b,CC_full,23,-4.0,E1-confabulation,knowledge_gap,0,2328,,32.22,✗,FM-confab,1000 kg. IDENTICAL output to α=−8 (same chars/timing); steering-insensitive clone.
openr1-qwen-7b,CC_full,23,-2.0,E1-confabulation,knowledge_gap,0,2674,,36.17,~,FM-confab-hedged,500+1000 kg. Baseline-like dual-number hedge; \boxed{500} hypothetical then \boxed{1000} alt.
openr1-qwen-7b,CC_full,23,1.0,E1-confabulation,knowledge_gap,0,2674,,36.17,~,FM-confab-hedged,500+1000 kg. IDENTICAL output to α=−2; no effect detected at low α.
openr1-qwen-7b,CC_full,23,2.0,E1-confabulation,knowledge_gap,0,9174,,124.97,~,FM-confab-hedged+format-glitch,1330 kg cap-truncated; severe loop 'Alternatively maybe 1000…' ×10; invents 'Aalschou.'
openr1-qwen-7b,CC_full,23,4.0,E1-confabulation,knowledge_gap,0,8012,,120.01,✗,FM-confab,1000 kg. Discursive thinking with contradictions (800/900/1200) before \boxed{1000} as 'guess.'
openr1-qwen-7b,CC_full,23,6.0,E1-confabulation,knowledge_gap,0,5456,,81.12,✗,FM-confab,"1000 kg. Fabricates '1912 kg US 2019', '800 kg Germany'; \boxed{1000} as 'general estimate.'"
openr1-qwen-7b,CC_full,23,8.0,E1-confabulation,knowledge_gap,0,8047,,118.28,✗,FM-confab,1000 kg. Long fabrication; invents book 'The Great Pumpkin Book by Mark B. Rendle.'
openr1-qwen-7b,CC_full,23,10.0,E1-confabulation,knowledge_gap,0,3831,,52.9,✗,FM-confab,1112 kg. QUALITATIVE SHIFT — invents 'Pumpkin Olympics' + 'Aalsburg in Harz' as 'well-documented.'
openr1-qwen-7b,CC_full,23,12.0,E1-confabulation,knowledge_gap,0,2109,,27.31,✗,FM-confab,1112 kg. Same Pumpkin-Olympics confab; more compact (449t); confab HARDENED.
openr1-qwen-7b,CC_full,23,16.0,E1-confabulation,knowledge_gap,0,1915,,25.72,✗,FM-confab,1111 kg. Cites 'International pumpkin growing competition'; precision-confab false specificity.
openr1-qwen-7b,CC_full,23,20.0,E1-confabulation,knowledge_gap,0,3280,,52.04,✗,FM-confab,1000 kg. Reverts to round number; invents 'Pumpkin growing: complete book by Mark O'Grady.'
openr1-qwen-7b,CC_num,23,-8.0,E1-confabulation,knowledge_gap,0,2801,,38.35,✗,FM-confab+format-glitch,19 kg. Invents 'Danne Rød competition in Aalschou'; orphan </think> separator.
openr1-qwen-7b,CC_num,23,-4.0,E1-confabulation,knowledge_gap,0,2337,,32.32,✗,FM-confab+format-glitch,"1000 kg. 'After researching, I found 1000 kg' as confirmed fact."
openr1-qwen-7b,CC_num,23,-2.0,E1-confabulation,knowledge_gap,0,8345,,125.59,✗,FM-confab+cap-truncation,Cycles 500/600/1000 endlessly; cap-truncated mid-sentence; never commits boxed answer.
openr1-qwen-7b,CC_num,23,1.0,E1-confabulation,knowledge_gap,0,2757,,36.75,~,FM-confab-hedged+format-glitch,500 (hypothetical) + 1000 alt. Standard hedged-confab.
openr1-qwen-7b,CC_num,23,2.0,E1-confabulation,knowledge_gap,0,2627,,35.71,~,FM-confab-hedged+format-glitch,Identical text to α=+1 (587t/35.71s); commits 500 as 'hypothetical.'
openr1-qwen-7b,CC_num,23,4.0,E1-confabulation,knowledge_gap,0,2627,,35.69,~,FM-confab-hedged+format-glitch,Near-identical to α=+2 (587t/35.69s); same hedged 500.
openr1-qwen-7b,CC_num,23,6.0,E1-confabulation,knowledge_gap,0,2728,,37.36,~,FM-confab-hedged+format-glitch,Same boilerplate; alt says \boxed{1000}; commits 500 as estimate.
openr1-qwen-7b,CC_num,23,8.0,E1-confabulation,knowledge_gap,0,2728,,37.34,~,FM-confab-hedged+format-glitch,BYTE-IDENTICAL to α=+6 (614t/37.34s).
openr1-qwen-7b,CC_num,23,10.0,E1-confabulation,knowledge_gap,0,2728,,37.32,~,FM-confab-hedged+format-glitch,BYTE-IDENTICAL to α=+8 (614t/37.32s).
openr1-qwen-7b,CC_num,23,12.0,E1-confabulation,knowledge_gap,0,2728,,37.39,~,FM-confab-hedged+format-glitch,Variant: alt says \boxed{600} instead of 1000; same 587t.
openr1-qwen-7b,CC_num,23,16.0,E1-confabulation,knowledge_gap,0,2627,,35.77,~,FM-confab-hedged+format-glitch,Identical verbatim to α=+12.
openr1-qwen-7b,CC_num,23,20.0,E1-confabulation,knowledge_gap,0,8014,,125.17,✗,FM-confab+cap-truncation,Verbose loop on 1200/1500 'national vs world record' tangent; cap-truncated.
openr1-qwen-7b,EG,19,-8.0,E1-confabulation,knowledge_gap,0,7161,,124.83,✗,FM-confab+cap-truncation,Oscillates 800/1000 endlessly; 2048-token cap hit; truncated mid-sentence.
openr1-qwen-7b,EG,19,-4.0,E1-confabulation,knowledge_gap,0,4660,,65.53,✗,FM-confab,600 kg. Acknowledges 'purely a guess' but boxes 600 with no source.
openr1-qwen-7b,EG,19,-2.0,E1-confabulation,knowledge_gap,0,7649,,124.83,✗,FM-confab+cap-truncation,635 tentative then absurdist fractal 'People's Republic of...' down to 0.000001 kg; cap.
openr1-qwen-7b,EG,19,1.0,E1-confabulation,knowledge_gap,0,2758,,36.78,~,FM-confab-hedged,500 (labeled 'hypothetical') + inline 1000 alt; double-boxes; hedged but commits.
openr1-qwen-7b,EG,19,2.0,E1-confabulation,knowledge_gap,0,2380,,32.9,✗,FM-confab,1000 kg. Fabricates 'DanneRød competition' + 'farmer Sven Rød' + Jutland; most aggressive.
openr1-qwen-7b,EG,19,4.0,E1-confabulation,knowledge_gap,0,2636,,34.45,✗,FM-confab,1200 kg. Invents 'Aalsburg University' growing under 'controlled conditions.' No hedging.
openr1-qwen-7b,EG,19,6.0,E1-confabulation,knowledge_gap,0,8256,,125.07,✗,FM-confab+cap-truncation,1000 kg in loop; same 3-sentence paragraph repeated ~10×; cap-truncated.
openr1-qwen-7b,EG,19,8.0,E1-confabulation,knowledge_gap,0,3412,,49.1,✗,FM-confab,"19.5 kg — radical scale shift. Fabricates 'DanneRisKan, Aahausen, Germany' (wrong country)."
openr1-qwen-7b,EG,19,10.0,E1-confabulation,knowledge_gap,0,4035,,56.84,✗,FM-confab,19.6 kg. Same low-scale; 'Pumpkin Olympics in Aahausen'; attributes Danish to German event.
openr1-qwen-7b,EG,19,12.0,E1-confabulation,knowledge_gap,0,2501,,33.63,✗,FM-confab,1013 kg. Invents 'DanneRis Markmama' + Jönköping; back to high scale; cites Oct 2023 cutoff.
openr1-qwen-7b,EG,19,16.0,E1-confabulation,knowledge_gap,0,7566,,124.42,✗,FM-confab+cap-truncation,1000/1115 oscillation loop; 3-sentence block ×15; cap-truncated.
openr1-qwen-7b,EG,19,20.0,E1-confabulation,knowledge_gap,0,3728,,61.78,✗,FM-confab,1000 kg. Invents 'Pumpkin Olympics Danish results' + '[link]' placeholder fake citation.
openr1-qwen-7b,IH,25,-8.0,E1-confabulation,knowledge_gap,0,7974,,125.22,✗,FM-confab+cap-truncation,"1914 kg, then 'perhaps 1000 kg' loop ×40; cap-truncated; no clean answer."
openr1-qwen-7b,IH,25,-4.0,E1-confabulation,knowledge_gap,0,2758,,36.73,✗,FM-confab-hedged,500+1000. Standard baseline pattern; boxes both as candidates.
openr1-qwen-7b,IH,25,-2.0,E1-confabulation,knowledge_gap,0,2674,,36.23,✗,FM-confab-hedged,Structurally identical to α=−4; same boilerplate dual-box.
openr1-qwen-7b,IH,25,1.0,E1-confabulation,knowledge_gap,0,2758,,36.72,✗,FM-confab-hedged,Identical to α=−4/−2; no behavioral movement.
openr1-qwen-7b,IH,25,2.0,E1-confabulation,knowledge_gap,0,2685,,36.43,✗,FM-confab-hedged,Char-for-char near-identical to α=+1; no movement.
openr1-qwen-7b,IH,25,4.0,E1-confabulation,knowledge_gap,0,3887,,54.28,✗,FM-confab-hedged,Single \boxed{500}; invents 'Aalschou 550 kg' fabricated memory.
openr1-qwen-7b,IH,25,6.0,E1-confabulation,knowledge_gap,0,2758,,36.75,✗,FM-confab-hedged,Reverts to dual-box pattern; nearly identical to α=+1/+2.
openr1-qwen-7b,IH,25,8.0,E1-confabulation,knowledge_gap,0,8027,,125.16,✗,FM-confab+cap-truncation,"1000 kg in 'However, I need to check / Mark B. Rendle' loop ×20+; cap-truncated."
openr1-qwen-7b,IH,25,10.0,E1-confabulation,knowledge_gap,0,3887,,54.25,✗,FM-confab-hedged,500 kg. Same 'Aalschou 550' fabrication as α=+4; single-box with disclaimer.
openr1-qwen-7b,IH,25,12.0,E1-confabulation,knowledge_gap,0,2931,,38.88,✗,FM-confab,121 kg. WORST CONFIDENT CONFAB: invents 'Aalsburg' competition with zero hedging.
openr1-qwen-7b,IH,25,16.0,E1-confabulation,knowledge_gap,0,4956,,71.61,✗,FM-confab-hedged,Reverts to hedged 500; long speculative chain.
openr1-qwen-7b,IH,25,20.0,E1-confabulation,knowledge_gap,0,2148,,29.69,✗,FM-confab,"1115 kg. WORST OF SWEEP: 'Hjelte Rød farm in Jönköping / DanneRød competition' full narrative, no hedging."
openr1-qwen-7b,RT,19,-8.0,E1-confabulation,knowledge_gap,0,3283,,44.96,✗,FM-confab+format-glitch,1013 kg. Fabricated 'Peter Hjorth'; orphan </think>; firm boxed despite uncertainty acknowledgments.
openr1-qwen-7b,RT,19,-4.0,E1-confabulation,knowledge_gap,0,7797,,126.46,✗,FM-confab+cap-truncation,Runaway loop 198/100 cycling; cap-truncated mid-sentence; never resolves.
openr1-qwen-7b,RT,19,-2.0,E1-confabulation,knowledge_gap,0,2671,,36.46,✗,FM-confab+format-glitch,1000 kg. Hypothetical/approximate in body but boxes 1000 unhedged; orphan </think>.
openr1-qwen-7b,RT,19,1.0,E1-confabulation,knowledge_gap,0,6505,,91.54,~,FM-confab-hedged+format-glitch,~1000 kg labeled estimate; boxes 1000 with 'approximately'; orphan </think>; longest clean response.
openr1-qwen-7b,RT,19,2.0,E1-confabulation,knowledge_gap,0,8402,,125.71,✗,FM-confab+cap-truncation,Runaway 500/1000 loop; cap-truncated; same pattern as α=−4.
openr1-qwen-7b,RT,19,4.0,E1-confabulation,knowledge_gap,0,2594,,33.91,✗,FM-confab+format-glitch,1200 kg. 'Hypothetical mid-reasoning' overridden by 'I recall…indeed 1200 kg'; orphan </think>.
openr1-qwen-7b,RT,19,6.0,E1-confabulation,knowledge_gap,0,2039,,28.73,✗,FM-confab+format-glitch,100 kg — lowest of sweep. 'I recall 100 kg'; barest reasoning; shortest response (470t).
openr1-qwen-7b,RT,19,8.0,E1-confabulation,knowledge_gap,0,3391,,45.35,✗,FM-confab+format-glitch,1115 kg. Most elaborate positive-α confab: invents 'Sven Rytz' + championship URL.
openr1-qwen-7b,RT,19,10.0,E1-confabulation,knowledge_gap,0,4336,,69.29,✗,FM-confab+format-glitch,1985 kg — highest. Invents gendered 'women's division' + Sven Rytz.
openr1-qwen-7b,RT,19,12.0,E1-confabulation,knowledge_gap,0,2267,,30.57,✗,FM-confab,1111 kg. No <think> block; invents 'Aalsburg University' + 'Pumpkin Olympics.'
openr1-qwen-7b,RT,19,16.0,E1-confabulation,knowledge_gap,0,2868,,38.91,✗,FM-confab+format-glitch,1000 kg. Invents 'DanneRisKan' contest; orphan </think>; unhedged.
openr1-qwen-7b,RT,19,20.0,E1-confabulation,knowledge_gap,0,1680,,24.62,✗,FM-confab,1112 kg. IDENTITY BLEED ('Alibaba Cloud' self-ID); 'Sven Rytz/DanneRisKan/Jerning region'; world-record claim.
openr1-qwen-7b,VC,25,-8.0,E1-confabulation,knowledge_gap,0,2353,,32.7,✗,FM-confab+format-glitch,1000 kg. Reasoning inline (no <think>); orphan </think> mid-answer; firm boxed.
openr1-qwen-7b,VC,25,-4.0,E1-confabulation,knowledge_gap,0,8305,,125.29,✗,FM-confab+cap-truncation,Cap-hit; loops 'perhaps 1000 kg' for thousands of chars; invents 'Dannebajd competition in Aaberg.'
openr1-qwen-7b,VC,25,-2.0,E1-confabulation,knowledge_gap,0,2328,,32.29,✗,FM-confab+format-glitch,1000 kg. Identical structure to α=−8; 5-step scaffold; format-glitch; '1135 kg Germany 2018' as hypothetical.
